# Starting Date: Wed Nov 13 15:50:49 AEDT 2019
# Termination Date: Wed Nov 13 15:51:03 AEDT 2019
# Time Used: 00:14
# Directory: /short/ep0/hm1876/TEOS/Molecular-Adsorption/110/option2/ov
# File: /short/ep0/hm1876/TEOS/Molecular-Adsorption/110/option2/ov/CeO2-09.out
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200) | TRUST_RADIUS
 	 76 	 -45887.9343168190 	 35	 	 0.000691 NO	 	 0.000134 YES	 	 0.000021 YES	 	 0.000002 YES	           0.000
 	 97 	 -45887.9344732240 	 12	 	 0.000615 NO	 	 0.000123 YES	 	 0.099679 NO	 	 0.010151 NO	           0.256
xxx 	 98 	 -45887.9344703040 	 14	 	 0.000615 NO	 	 0.000123 YES	 	 0.024453 NO	 	 0.002538 NO	           0.064
 	 99 	 -45887.9344863390 	 15	 	 0.000609 NO	 	 0.000120 YES	 	 0.047186 NO	 	 0.005076 NO	           0.128
 	 100 	 -45887.9345011200 	 12	 	 0.000542 NO	 	 0.000128 YES	 	 0.092887 NO	 	 0.010151 NO	           0.256
xxx 	 101 	 -45887.9344926890 	 11	 	 0.000542 NO	 	 0.000128 YES	 	 0.024655 NO	 	 0.002538 NO	           0.064
 	 102 	 -45887.9345111680 	 10	 	 0.000536 NO	 	 0.000124 YES	 	 0.039744 NO	 	 0.005076 NO	           0.128
 	 103 	 -45887.9345257200 	 12	 	 0.000624 NO	 	 0.000117 YES	 	 0.041977 NO	 	 0.003894 NO	           0.256
 	 104 	 -45887.9345391920 	 12	 	 0.000596 NO	 	 0.000122 YES	 	 0.020085 NO	 	 0.003114 NO	           0.512
 	 105 	 -45887.9345448910 	 11	 	 0.000646 NO	 	 0.000100 YES	 	 0.012730 NO	 	 0.001723 NO	           0.512
 	 106 	 -45887.9345472380 	 10	 	 0.000656 NO	 	 0.000096 YES	 	 0.009733 NO	 	 0.000967 YES	           0.512
 	 107 	 -45887.9345499150 	 9	 	 0.000613 NO	 	 0.000092 YES	 	 0.010792 NO	 	 0.001147 YES	           1.020
 	 108 	 -45887.9345538420 	 10	 	 0.000592 NO	 	 0.000090 YES	 	 0.012760 NO	 	 0.001365 NO	           2.050
 	 109 	 -45887.9345552370 	 10	 	 0.000584 NO	 	 0.000089 YES	 	 0.004801 NO	 	 0.000728 YES	           4.000
 	 110 	 -45887.9345551440 	 9	 	 0.000596 NO	 	 0.000087 YES	 	 0.001731 YES	 	 0.000182 YES	           0.005
 	 111 	 -45887.9345554310 	 8	 	 0.000602 NO	 	 0.000085 YES	 	 0.003291 NO	 	 0.000364 YES	           0.009
 	 112 	 -45887.9345557890 	 8	 	 0.000606 NO	 	 0.000084 YES	 	 0.008305 NO	 	 0.000698 YES	           0.018
xxx 	 113 	 -45887.9345554000 	 11	 	 0.000606 NO	 	 0.000084 YES	 	 0.002101 NO	 	 0.000174 YES	           0.004
 	 114 	 -45887.9345557650 	 8	 	 0.000603 NO	 	 0.000084 YES	 	 0.000354 YES	 	 0.000044 YES	           0.001
xxx 	 115 	 -45887.9345380440 	 3	 	 0.000603 NO	 	 0.000084 YES	 	 0.000082 YES	 	 0.000011 YES	           0.000
 	 116 	 -45887.9345557520 	 21	 	 0.000605 NO	 	 0.000084 YES	 	 0.000022 YES	 	 0.000003 YES	           0.000
 	 117 	 -45887.9345557660 	 6	 	 0.000604 NO	 	 0.000084 YES	 	 0.000050 YES	 	 0.000005 YES	           0.000
 	 118 	 -45887.9345557880 	 6	 	 0.000603 NO	 	 0.000084 YES	 	 0.000097 YES	 	 0.000011 YES	           0.000
 	 119 	 -45887.9345557190 	 3	 	 0.000595 NO	 	 0.000082 YES	 	 0.000014 YES	 	 0.000003 YES	           0.000
 	 120 	 -45887.9345558360 	 11	 	 0.000602 NO	 	 0.000084 YES	 	 0.000027 YES	 	 0.000005 YES	           0.000
 	 121 	 -45887.9345558810 	 6	 	 0.000601 NO	 	 0.000084 YES	 	 0.000060 YES	 	 0.000011 YES	           0.000
 	 122 	 -45887.9345559260 	 6	 	 0.000600 NO	 	 0.000084 YES	 	 0.000129 YES	 	 0.000022 YES	           0.001
 	 123 	 -45887.9344952250 	 8	 	 0.000593 NO	 	 0.000086 YES	 	 0.000189 YES	 	 0.000022 YES	           0.000
 	 124 	 -45887.9344952460 	 7	 	 0.000590 NO	 	 0.000086 YES	 	 0.000039 YES	 	 0.000005 YES	           0.000
xxx 	 125 	 -45887.9344928440 	 3	 	 0.000590 NO	 	 0.000086 YES	 	 0.000011 YES	 	 0.000001 YES	           0.000
 	 126 	 -45887.9344952380 	 11	 	 0.000590 NO	 	 0.000085 YES	 	 0.000306 YES	 	 0.000040 YES	           0.000
 	 127 	 -45887.9346277720 	 8	 	 0.000590 NO	 	 0.000085 YES	 	 0.000392 YES	 	 0.000040 YES	           0.000
xxx 	 128 	 -45887.9346188120 	 3	 	 0.000590 NO	 	 0.000085 YES	 	 0.000086 YES	 	 0.000010 YES	           0.000
xxx 	 129 	 -45887.9346274210 	 15	 	 0.000590 NO	 	 0.000085 YES	 	 0.000017 YES	 	 0.000002 YES	           0.000
 	 130 	 -45887.9346277750 	 10	 	 0.000589 NO	 	 0.000084 YES	 	 0.000005 YES	 	 0.000001 YES	           0.000
 	 131 	 -45887.9346277840 	 7	 	 0.000590 NO	 	 0.000085 YES	 	 0.000010 YES	 	 0.000001 YES	           0.000
 	 132 	 -45887.9346278070 	 7	 	 0.000590 NO	 	 0.000085 YES	 	 0.000018 YES	 	 0.000002 YES	           0.000
 	 133 	 -45887.9346278240 	 5	 	 0.000590 NO	 	 0.000084 YES	 	 0.000033 YES	 	 0.000005 YES	           0.000
 	 134 	 -45887.9346278520 	 7	 	 0.000589 NO	 	 0.000084 YES	 	 0.000032 YES	 	 0.000005 YES	           0.000
 	 135 	 -45887.9346280070 	 3	 	 0.000593 NO	 	 0.000085 YES	 	 0.000062 YES	 	 0.000010 YES	           0.000
xxx 	 136 	 -45887.9346279070 	 9	 	 0.000593 NO	 	 0.000085 YES	 	 0.000017 YES	 	 0.000002 YES	           0.000
xxx 	 137 	 -45887.9346278760 	 7	 	 0.000593 NO	 	 0.000085 YES	 	 0.000004 YES	 	 0.000001 YES	           0.000
xxx 	 138 	 -45887.9346275860 	 3	 	 0.000593 NO	 	 0.000085 YES	 	 0.000283 YES	 	 0.000040 YES	           0.000
 	 139 	 -45887.9345086340 	 7	 	 0.000588 NO	 	 0.000085 YES	 	 0.000301 YES	 	 0.000040 YES	           0.000
 	 140 	 -45887.9345087510 	 8	 	 0.000588 NO	 	 0.000084 YES	 	 0.000341 YES	 	 0.000040 YES	           0.001
xxx 	 141 	 -45887.9345033270 	 3	 	 0.000588 NO	 	 0.000084 YES	 	 0.000068 YES	 	 0.000010 YES	           0.000
xxx 	 142 	 -45887.9345086140 	 12	 	 0.000588 NO	 	 0.000084 YES	 	 0.000021 YES	 	 0.000002 YES	           0.000
 	 143 	 -45887.9345087290 	 10	 	 0.000586 NO	 	 0.000083 YES	 	 0.000006 YES	 	 0.000001 YES	           0.000
 	 144 	 -45887.9345087550 	 6	 	 0.000587 NO	 	 0.000084 YES	 	 0.000011 YES	 	 0.000001 YES	           0.000
 	 145 	 -45887.9345087530 	 6	 	 0.000587 NO	 	 0.000084 YES	 	 0.000337 YES	 	 0.000040 YES	           0.000
 	 146 	 -45887.9346232890 	 7	 	 0.000575 NO	 	 0.000084 YES	 	 0.000305 YES	 	 0.000040 YES	           0.000
 	 147 	 -45887.9346234490 	 7	 	 0.000576 NO	 	 0.000083 YES	 	 0.000512 YES	 	 0.000079 YES	           0.002
 	 148 	 -45887.9346236260 	 7	 	 0.000574 NO	 	 0.000083 YES	 	 0.001146 YES	 	 0.000159 YES	           0.004
 	 149 	 -45887.9346237810 	 8	 	 0.000573 NO	 	 0.000083 YES	 	 0.001278 YES	 	 0.000159 YES	           0.004
 	 150 	 -45887.9346239390 	 7	 	 0.000563 NO	 	 0.000083 YES	 	 0.001210 YES	 	 0.000159 YES	           0.004
 	 151 	 -45887.9346241670 	 8	 	 0.000562 NO	 	 0.000083 YES	 	 0.003003 NO	 	 0.000317 YES	           0.008
 	 152 	 -45887.9346241400 	 9	 	 0.000560 NO	 	 0.000083 YES	 	 0.000532 YES	 	 0.000079 YES	           0.002
 	 153 	 -45887.9346243000 	 7	 	 0.000559 NO	 	 0.000083 YES	 	 0.001259 YES	 	 0.000159 YES	           0.004
xxx 	 154 	 -45887.9346223600 	 3	 	 0.000559 NO	 	 0.000083 YES	 	 0.000263 YES	 	 0.000040 YES	           0.001
 	 155 	 -45887.9346243270 	 11	 	 0.000556 NO	 	 0.000083 YES	 	 0.000662 YES	 	 0.000079 YES	           0.002
 	 156 	 -45887.9346245740 	 6	 	 0.000555 NO	 	 0.000083 YES	 	 0.001331 YES	 	 0.000159 YES	           0.004
 	 157 	 -45887.9346246230 	 8	 	 0.000551 NO	 	 0.000083 YES	 	 0.002813 NO	 	 0.000317 YES	           0.008
 	 158 	 -45887.9346250950 	 6	 	 0.000547 NO	 	 0.000083 YES	 	 0.000663 YES	 	 0.000084 YES	           0.016
 	 159 	 -45887.9346253070 	 8	 	 0.000546 NO	 	 0.000083 YES	 	 0.001012 YES	 	 0.000106 YES	           0.032
 	 160 	 -45887.9346254220 	 3	 	 0.000559 NO	 	 0.000086 YES	 	 0.000735 YES	 	 0.000073 YES	           0.064
 	 161 	 -45887.9346254120 	 8	 	 0.000548 NO	 	 0.000083 YES	 	 0.000120 YES	 	 0.000018 YES	           0.000
 	 162 	 -45887.9346253840 	 7	 	 0.000546 NO	 	 0.000083 YES	 	 0.000036 YES	 	 0.000005 YES	           0.000
 	 163 	 -45887.9346254190 	 7	 	 0.000547 NO	 	 0.000083 YES	 	 0.000068 YES	 	 0.000009 YES	           0.000
xxx 	 164 	 -45887.9346252240 	 3	 	 0.000547 NO	 	 0.000083 YES	 	 0.000015 YES	 	 0.000002 YES	           0.000
xxx 	 165 	 -45887.9346252080 	 7	 	 0.000547 NO	 	 0.000083 YES	 	 0.000003 YES	 	 0.000001 YES	           0.000
 	 166 	 -45887.9346254090 	 7	 	 0.000547 NO	 	 0.000083 YES	 	 0.000300 YES	 	 0.000040 YES	           0.000
 	 167 	 -45887.9344762740 	 8	 	 0.000548 NO	 	 0.000085 YES	 	 0.000258 YES	 	 0.000040 YES	           0.000
 	 168 	 -45887.9344763650 	 8	 	 0.000545 NO	 	 0.000084 YES	 	 0.000254 YES	 	 0.000040 YES	           0.001
 	 169 	 -45887.9344763850 	 3	 	 0.000548 NO	 	 0.000085 YES	 	 0.000081 YES	 	 0.000010 YES	           0.000
 	 170 	 -45887.9344764160 	 9	 	 0.000544 NO	 	 0.000083 YES	 	 0.000071 YES	 	 0.000010 YES	           0.000
 	 171 	 -45887.9344766550 	 6	 	 0.000543 NO	 	 0.000083 YES	 	 0.000126 YES	 	 0.000020 YES	           0.000
xxx 	 172 	 -45887.9344754270 	 3	 	 0.000543 NO	 	 0.000083 YES	 	 0.000040 YES	 	 0.000005 YES	           0.000
 	 173 	 -45887.9344766780 	 10	 	 0.000542 NO	 	 0.000083 YES	 	 0.000070 YES	 	 0.000010 YES	           0.000
 	 174 	 -45887.9344766060 	 5	 	 0.000542 NO	 	 0.000083 YES	 	 0.000019 YES	 	 0.000002 YES	           0.000
 	 175 	 -45887.9344766820 	 7	 	 0.000542 NO	 	 0.000083 YES	 	 0.000036 YES	 	 0.000005 YES	           0.000
 	 176 	 -45887.9344767170 	 6	 	 0.000542 NO	 	 0.000083 YES	 	 0.000063 YES	 	 0.000010 YES	           0.000
 	 177 	 -45887.9344767980 	 3	 	 0.000554 NO	 	 0.000086 YES	 	 0.000110 YES	 	 0.000020 YES	           0.000
xxx 	 178 	 -45887.9344766770 	 10	 	 0.000554 NO	 	 0.000086 YES	 	 0.000033 YES	 	 0.000005 YES	           0.000
xxx 	 179 	 -45887.9344743100 	 3	 	 0.000554 NO	 	 0.000086 YES	 	 0.000009 YES	 	 0.000001 YES	           0.000
 	 180 	 -45887.9344767040 	 10	 	 0.000539 NO	 	 0.000083 YES	 	 0.000222 YES	 	 0.000040 YES	           0.000
 	 181 	 -45887.9345550180 	 8	 	 0.000544 NO	 	 0.000085 YES	 	 0.000243 YES	 	 0.000040 YES	           0.000
 	 182 	 -45887.9345555160 	 9	 	 0.000541 NO	 	 0.000084 YES	 	 0.000547 YES	 	 0.000079 YES	           0.002
xxx 	 183 	 -45887.9345535900 	 3	 	 0.000541 NO	 	 0.000084 YES	 	 0.000126 YES	 	 0.000020 YES	           0.000
 	 184 	 -45887.9345556210 	 11	 	 0.000541 NO	 	 0.000084 YES	 	 0.000218 YES	 	 0.000040 YES	           0.001
 	 185 	 -45887.9345559320 	 8	 	 0.000541 NO	 	 0.000083 YES	 	 0.000537 YES	 	 0.000076 YES	           0.002
 	 186 	 -45887.9345562100 	 8	 	 0.000541 NO	 	 0.000083 YES	 	 0.000316 YES	 	 0.000044 YES	           0.004
xxx 	 187 	 -45887.9345559900 	 7	 	 0.000541 NO	 	 0.000083 YES	 	 0.000078 YES	 	 0.000011 YES	           0.000
xxx 	 188 	 -45887.9345549450 	 3	 	 0.000541 NO	 	 0.000083 YES	 	 0.000020 YES	 	 0.000003 YES	           0.000
xxx 	 189 	 -45887.9345560760 	 8	 	 0.000541 NO	 	 0.000083 YES	 	 0.000004 YES	 	 0.000001 YES	           0.000
 	 190 	 -45887.9345562150 	 8	 	 0.000541 NO	 	 0.000083 YES	 	 0.000006 YES	 	 0.000001 YES	           0.000
 	 191 	 -45887.9345562300 	 6	 	 0.000541 NO	 	 0.000083 YES	 	 0.000016 YES	 	 0.000003 YES	           0.000
xxx 	 192 	 -45887.9345556860 	 3	 	 0.000541 NO	 	 0.000083 YES	 	 0.000003 YES	 	 0.000001 YES	           0.000
xxx 	 193 	 -45887.9345559890 	 9	 	 0.000541 NO	 	 0.000083 YES	 	 0.000187 YES	 	 0.000027 YES	           0.000
 	 194 	 -45887.9344131720 	 8	 	 0.000543 NO	 	 0.000085 YES	 	 0.000234 YES	 	 0.000040 YES	           0.000
# Done!
